,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
1496,7866,13Z,seaplane_base,Loring Seaplane Base,55.601299,-131.636993,,,US,US-AK,Loring,no,P13Z,WLR,13Z,,,Naha Bay
1637,7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0.0,,US,US-AK,Port Alice,no,16K,PTC,16K,,,
1834,8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0.0,,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
2475,8775,1Z9,seaplane_base,Ellamar Seaplane Base,60.893818,-146.704038,0.0,,US,US-AK,Ellamar,no,,ELW,1Z9,,,
3771,9902,2Z1,seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,0.0,,US,US-AK,Entrance Island,no,,HBH,,,,2Z1
3775,9906,2Z6,seaplane_base,False Island Seaplane Base,57.5321998596,-135.212997437,,,US,US-AK,False Island,no,2Z6,FAK,2Z6,,,
4916,10905,3Z8,seaplane_base,Golden Horn Lodge Seaplane Base,59.7470016479,-158.875,91.0,,US,US-AK,Golden Horn Lodge,no,3Z8,GDH,3Z8,,,
5977,11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,,US,US-AK,Hyder,yes,,WHD,4Z7,,https://en.wikipedia.org/wiki/Hyder_Seaplane_Base,
6329,12114,57A,seaplane_base,Tokeen Seaplane Base,55.9370994568,-133.32699585,,,US,US-AK,Tokeen,no,57A,TKI,57A,,https://en.wikipedia.org/wiki/Tokeen_Seaplane_Base,
6477,12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66.0,,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,,https://en.wikipedia.org/wiki/Aleknagik_Airport,
6673,12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,,US,US-AK,Ketchikan,yes,,WFB,5KE,,https://en.wikipedia.org/wiki/Ketchikan_Harbor_Seaplane_Base,
7031,12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,36.0,,US,US-AK,Katmai National Park,no,5Z9,BKF,5Z9,,https://en.wikipedia.org/wiki/Lake_Brooks_Seaplane_Base,
7560,13208,6CA3,heliport,Catalina Air-Sea Terminal Heliport,33.7491989136,-118.275001526,5.0,,US,US-CA,San Pedro,no,6CA3,SPQ,6CA3,,,
7779,13405,6N5,heliport,East 34th Street Heliport,40.74259948730469,-73.97209930419922,10.0,,US,US-NY,New York,yes,6N5,TSS,6N5,,,
7781,13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,,,US,US-NY,New York,yes,,QNY,6N7,,https://en.wikipedia.org/wiki/New_York_Skyports_Inc._Seaplane_Base,
8413,13974,78K,seaplane_base,Yes Bay Lodge Seaplane Base,55.9163017273,-131.800994873,,,US,US-AK,Yes Bay,no,78K,WYB,78K,,,
9151,14620,83Q,seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.734001159668,-122.64700317383,0.0,,US,US-WA,Poulsbo,no,83Q,PUL,83Q,http://www.portofpoulsbo.com/seaplane-base/,,
9166,14633,84CL,heliport,Century City Heliport,34.060798645,-118.417999268,473.0,,US,US-CA,Los Angeles,no,84CL,CCD,84CL,,,
9176,14642,84K,seaplane_base,Meyers Chuck Seaplane Base,55.7396011353,-132.255004883,0.0,,US,US-AK,Meyers Chuck,no,84K,WMK,84K,,,
10190,15514,96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,0.0,,US,US-AK,Whale Pass,no,,WWP,96Z,,,"North Whale SPB, North Whale Pass"
10576,15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,0.0,,US,US-PA,Essington,no,9N2,PSQ,9N2,http://www.phillyseaplanebase.com/,https://en.wikipedia.org/wiki/Philadelphia_Seaplane_Base,Chandler Field
10829,16074,A23,seaplane_base,Saginaw Seaplane Base,56.8862991333,-134.158004761,0.0,,US,US-AK,Saginaw Bay,no,A23,SGW,A23,,https://en.wikipedia.org/wiki/Saginaw_Seaplane_Base,
10882,41841,AD-ALV,heliport,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511228,1.533651,3450.0,EU,AD,AD-08,Escaldes-Engordany,no,,ALV,,,http://pl.wikipedia.org/wiki/Heliport_Andorra_la_Vella,
10891,313546,AE-0006,seaplane_base,Jebel Ali Seaplane Base,24.988967,55.023796,0.0,AS,AE,AE-DU,Jebel Ali,no,,DJH,,,,
11113,332240,AF-0005,medium_airport,Khost International Airport,33.284605,69.80734,4204.0,AS,AF,AF-KHO,Khost,no,OAKS,KHT,,,,
11135,309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95.0,AS,LK,LK-5,Ampara,no,,AFK,,,,
11149,3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
11154,4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10.0,OC,SB,SB-WE,Munda,yes,AGGM,MUA,,,https://en.wikipedia.org/wiki/Munda_Airport,
11175,306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.149166667,3.0,OC,SB,SB-CE,Tulaghi Island,no,AGTI,TLG,,,,Tulagi
11177,312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600.0,AS,CN,CN-51,Ngawa (Hongyuan),no,ZUHY,AHJ,,,https://en.wikipedia.org/wiki/Hongyuan_Airport,Aba
11240,16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,304.0,,US,US-AK,Tikchik,no,AK56,KTH,AK56,,,
11246,16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,0.0,,US,US-AK,Tuxekan Island,no,AK62,NKI,AK62,,https://en.wikipedia.org/wiki/Naukati_Bay_Seaplane_Base,"62A, Nichin Cove Seaplane Base, WNC"
11264,16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,,,US,US-AK,Amook Bay,yes,AK81,AOS,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,
11392,16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995018005,-154.248001099,,,US,US-AK,Lazy Bay,no,,ALZ,ALZ,,https://en.wikipedia.org/wiki/Alitak_Seaplane_Base,
11413,8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU
12864,35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.059999465942383,148.88099670410156,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,,,,
12886,314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
12891,53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport,
12898,54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
12907,55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20.0,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport,
12930,56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
12937,57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,,,https://en.wikipedia.org/wiki/Gurney_Airport,
12941,58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,
12950,59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66.0,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
12979,60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10.0,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,,,https://en.wikipedia.org/wiki/Kerema_Airport,
12983,61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7.0,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,,,https://en.wikipedia.org/wiki/Kavieng_Airport,
12997,317271,AYM,seaplane_base,Yas Island Seaplane Base,24.467,54.6103,0.0,AS,AE,AE-AZ,Abu Dhabi,no,,AYM,,,,
13000,62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport,
13001,63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388.0,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,
13004,64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680.0,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,,,https://en.wikipedia.org/wiki/Mendi_Airport,
13005,65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12.0,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,,,https://en.wikipedia.org/wiki/Momote_Airport,
13019,66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
13041,67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
13080,68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49.0,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,,,https://en.wikipedia.org/wiki/Rabaul_Airport,
13110,69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10.0,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,,,https://en.wikipedia.org/wiki/Vanimo_Airport,
13114,70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889.0,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,
13116,71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19.0,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,
13131,300786,AYY,seaplane_base,Arugam Bay SPB,6.86,81.82388888890002,,AS,LK,LK-5,Pottuvil,no,,AYY,,,,
13153,44941,AZ-0001,medium_airport,Zabrat Airport,40.4955422161,49.9768066406,36.0,AS,AZ,AZ-BA,Baku,no,UBTT,ZXT,,,https://en.wikipedia.org/wiki/Zabrat_Airport,
13163,44952,AZ-0011,medium_airport,Fuzuli International Airport,39.594578,47.196128,1247.0,AS,AZ,AZ-FUZ,Fuzuli,no,UBBF,FZL,,,https://en.wikipedia.org/wiki/Fuzuli_International_Airport,
13193,16403,AZ15,heliport,Lava Falls Heliport,36.1916007996,-113.092002869,1720.0,,US,US-AZ,Supai Village,no,AZ15,HAE,AZ15,,,Havasupai Airport
13300,27301,BCW,medium_airport,Benguera Island Airport,-21.85330009460449,35.43830108642578,,AF,MZ,MZ-I,Benguera Island,yes,,BCW,,,https://en.wikipedia.org/wiki/Benguera_Island_Airport,
13453,111,BG-JAM,medium_airport,Bezmer Air Base,42.4548988342,26.3521995544,509.0,EU,BG,BG-28,Yambol,no,LBIA,JAM,,,https://en.wikipedia.org/wiki/Bezmer_Airbase,LB44
13454,31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74.0,,GL,GL-U-A,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,
13455,43214,BGAG,heliport,Aappilattoq (Qaasuitsup) Heliport,72.88703,-55.596287,42.0,,GL,GL-U-A,Qaasuitsup,yes,BGAG,AOQ,AAP,,https://en.wikipedia.org/wiki/Aappilattoq_(Qaasuitsup)_Heliport,
13456,42247,BGAM,heliport,Tasiilaq Heliport,65.612296,-37.618335,24.0,,GL,GL-U-A,Tasiilaq,yes,BGAM,AGM,AGM,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/tasiilaq/,https://en.wikipedia.org/wiki/Tasiilaq_Heliport,Ammassalik Island
13461,35286,BGAT,heliport,Attu Heliport,67.9406628551,-53.6218696833,32.0,,GL,GL-U-A,Attu,yes,BGAT,QGQ,,,https://en.wikipedia.org/wiki/Attu_Heliport,
13462,113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,112.0,,GL,GL-U-A,Narsarsuaq,yes,BGBW,UAK,,,https://en.wikipedia.org/wiki/Narsarsuaq_Airport,
13463,35299,BGCH,heliport,Qasigiannguit Heliport,68.822815547,-51.1734473705,70.0,,GL,GL-U-A,Qasigiannguit,yes,BGCH,JCH,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qasigiannguit/,https://en.wikipedia.org/wiki/Qasigiannguit_Heliport,
13468,44052,BGET,heliport,Eqalugaarsuit Heliport,60.6197196536,-45.9140619636,9.0,,GL,GL-U-A,Eqalugaarsuit,yes,BGET,QFG,,,,
13472,114,BGGH,medium_airport,Nuuk Airport,64.193022,-51.676512,283.0,,GL,GL-U-A,Nuuk,yes,BGGH,GOH,,,https://en.wikipedia.org/wiki/Nuuk_Airport,"Godthåb, Nuussuaq"
13473,35300,BGGN,heliport,Qeqertarsuaq Heliport,69.251181993,-53.5148763657,9.0,,GL,GL-U-A,Qeqertarsuaq Airport,yes,BGGN,JGO,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qeqertarsuaq/,https://en.wikipedia.org/wiki/Qeqertarsuaq_Heliport,
13475,44054,BGIG,heliport,Iginniarfik,68.1472255861,-53.1735277176,50.0,,GL,GL-U-A,Iginniarfik,yes,BGIG,QFI,,,https://en.wikipedia.org/wiki/Iginniarfik_Heliport,
13476,35290,BGIK,heliport,Ikerassaarsuk Heliport,68.14088100629999,-53.4414589405,165.0,,GL,GL-U-A,Ikerassaarsuk,yes,BGIK,QRY,,,https://en.wikipedia.org/wiki/Ikerasaarsuk_Heliport,
13477,35291,BGIL,heliport,Ilimanaq Heliport,69.0809150007,-51.1143153906,52.0,,GL,GL-U-A,Ilimanaq,yes,BGIL,XIQ,,,https://en.wikipedia.org/wiki/Ilimanaq_Heliport,
13478,44056,BGIN,heliport,Innarsuit Heliport,73.199895,-56.010817,95.0,,GL,GL-U-A,Innarsuit,yes,BGIN,IUI,INN,,https://en.wikipedia.org/wiki/Innaarsuit_Heliport,
13479,44057,BGIS,heliport,Isortoq Heliport,65.547792,-38.976552,92.0,,GL,GL-U-A,Isortoq,yes,BGIS,IOQ,ISO,,https://en.wikipedia.org/wiki/Isortoq_Heliport,
13480,35289,BGIT,heliport,Ikamiut Heliport,68.6342530984,-51.8322622776,49.0,,GL,GL-U-A,Ikamiut,yes,BGIT,QJI,,,https://en.wikipedia.org/wiki/Ikamiut_Heliport,
13481,35298,BGJH,heliport,Qaqortoq Heliport,60.7156841553,-46.0299186409,53.0,,GL,GL-U-A,Qaqortoq,yes,BGJH,JJU,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/qaqortoq/,https://en.wikipedia.org/wiki/Qaqortoq_Heliport,
13483,35292,BGKA,heliport,Kangaatsiaq Heliport,68.3126574861,-53.4602075815,17.0,,GL,GL-U-A,Kangaatsiaq,yes,BGKA,QPW,,,https://en.wikipedia.org/wiki/Kangaatsiaq_Heliport,
13484,31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117.0,,GL,GL-U-A,Kulusuk,yes,BGKK,KUS,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,"Kap Dan, BGKD"
13486,44060,BGKM,heliport,Kuummiut Heliport,65.863935,-36.997919,89.0,,GL,GL-U-A,Kuummiut,yes,BGKM,KUZ,KMT,,https://en.wikipedia.org/wiki/Kuummiit_Heliport,
13487,43218,BGKQ,heliport,Kullorsuaq Heliport,74.57805,-57.226828,148.0,,GL,GL-U-A,Kullorsuaq,yes,BGKQ,KHQ,KLQ,,https://en.wikipedia.org/wiki/Kullorsuaq_Heliport,
13488,43217,BGKS,heliport,Kangersuatsiaq Heliport,72.381092,-55.536586,112.0,,GL,GL-U-A,Kangersuatsiaq,yes,BGKS,KGQ,KAQ,,https://en.wikipedia.org/wiki/Kangersuatsiaq_Heliport,
13489,35293,BGKT,heliport,Kitsissuarsuit Heliport,68.85792599759999,-53.1232953072,18.0,,GL,GL-U-A,Kitsissuarsuit,yes,BGKT,QJE,,,https://en.wikipedia.org/wiki/Kitsissuarsuit_Heliport,
13497,35294,BGNN,heliport,Nanortalik Heliport,60.1418839759,-45.232976675,17.0,,GL,GL-U-A,Nanortalik,no,BGNN,JNN,,,https://en.wikipedia.org/wiki/Nanortalik_Heliport,
13500,35295,BGNS,heliport,Narsaq Heliport,60.9172827256,-46.059923172,83.0,,GL,GL-U-A,Narsaq,yes,BGNS,JNS,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/narsaq/,https://en.wikipedia.org/wiki/Narsaq_Heliport,
13501,44063,BGNT,heliport,Niaqornat Heliport,70.789385,-53.662945,10.0,,GL,GL-U-A,Niaqornat,yes,BGNT,NIQ,NIA,,https://en.wikipedia.org/wiki/Niaqornat_Heliport,
13502,43220,BGNU,heliport,Nuussuaq Heliport,74.109853,-57.065037,184.0,,GL,GL-U-A,Nuussuaq,yes,BGNU,NSQ,NUS,,https://en.wikipedia.org/wiki/Nuussuaq_Heliport,
13506,43221,BGQE,heliport,Qeqertaq Heliport,69.995861,-51.300917,69.0,,GL,GL-U-A,Qeqertaq,yes,BGQE,PQT,QQT,,https://en.wikipedia.org/wiki/Qeqertaq_Heliport,
13509,44058,BGSC,heliport,Ittoqqortoormiit Heliport,70.4882288244,-21.9716799259,238.0,,GL,GL-U-A,Ittoqqortoormiit,yes,BGSC,OBY,,,https://en.wikipedia.org/wiki/Ittoqqortoormiit_Heliport,
13510,115,BGSF,medium_airport,Kangerlussuaq Airport,67.010446,-50.715294,165.0,,GL,GL-U-A,Kangerlussuaq,yes,BGSF,SFJ,,,https://en.wikipedia.org/wiki/Kangerlussuaq_Airport,"Bluie West 8, Sondrestrom, Sondrestromfjord"
13512,44070,BGSI,heliport,Siorapaluk Heliport,77.786517,-70.638657,102.0,,GL,GL-U-A,Siorapaluk,yes,BGSI,SRK,SIO,,https://en.wikipedia.org/wiki/Siorapaluk_Heliport,
13515,31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33.0,,GL,GL-U-A,Sisimiut,yes,BGSS,JHS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,
13517,44068,BGSV,heliport,Savissivik Heliport,76.018613,-65.117683,24.0,,GL,GL-U-A,Savissivik,yes,BGSV,SVR,SAV,,https://en.wikipedia.org/wiki/Savissivik_Heliport,
13518,44075,BGTA,heliport,Tasiusaq (Qaasuitsup) Heliport,73.373055,-56.06028,181.0,,GL,GL-U-A,Upernavik,no,BGTA,TQA,,,https://en.wikipedia.org/wiki/Tasiusaq_Heliport_(Qaasuitsup),
13519,116,BGTL,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,251.0,,GL,GL-U-A,Thule,yes,BGTL,THU,,,https://en.wikipedia.org/wiki/Thule_Air_Base,Pituffik
13520,44076,BGTN,heliport,Tiniteqilaaq Heliport,65.892027,-37.783409,15.0,,GL,GL-U-A,Tiniteqilaaq,yes,BGTN,TQI,TNT,,https://en.wikipedia.org/wiki/Tiniteqilaaq_Heliport,
13523,43225,BGUM,heliport,Uummannaq Heliport,70.6804279261,-52.1116304398,50.0,,GL,GL-U-A,Uummannaq,yes,BGUM,UMD,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/uummannaq/,https://en.wikipedia.org/wiki/Uummannaq_Heliport,
13525,43223,BGUT,heliport,Ukkusissat Heliport,71.049438,-51.890016,223.0,,GL,GL-U-A,Ukkusissat,yes,BGUT,JUK,UKK,,https://en.wikipedia.org/wiki/Ukkusissat_Heliport,
13540,117,BIAR,medium_airport,Akureyri Airport,65.66000366210938,-18.07270050048828,6.0,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,,,https://en.wikipedia.org/wiki/Akureyri_Airport,
13551,119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76.0,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
13567,120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24.0,EU,IS,IS-8,Höfn,yes,BIHN,HFN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,
13571,121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48.0,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,
13577,122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,8.0,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,,,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
13581,123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171.0,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
13597,125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48.0,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK
13604,126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10.0,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport,
13621,128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,326.0,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,
13627,312172,BJT,seaplane_base,Bentota River Waterdrome,6.431,79.996,,AS,LK,LK-1,Bentota,yes,,BJT,,,https://en.wikipedia.org/wiki/Bentota_River_Airport,
13628,4614,BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789.0,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base"
13653,16502,BNF,seaplane_base,Baranof Warm Springs Float and Seaplane Base,57.088799,-134.833146,0.0,,US,US-AK,Baranof,no,,BNF,BNF,,,"Warm Spring Bay Seaplane Base  Baranof Warm Springs, Baranoff"
13678,16503,BOF,heliport,Bolling Air Force Base,38.854049,-77.012046,20.0,,US,US-DC,Washington,no,KBOF,BOF,BOF,,https://en.wikipedia.org/wiki/Joint_Base_Anacostia-Bolling,
13686,16505,BQV,seaplane_base,Bartlett Cove Seaplane Base,58.4552001953,-135.884994507,0.0,,US,US-AK,Gustavus,no,BQV,BQV,BQV,,,
14255,333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940.0,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,BA0005,,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,SSVC
15439,35303,BS-NSB,seaplane_base,Bimini North Seaplane Base,25.767000198364254,-79.25,,,BS,BS-BI,Bimini,yes,,NSB,,,,
15448,353792,BTZ,medium_airport,Betong International Airport,5.79,101.15,761.0,AS,TH,TH-95,Betong,no,,BTZ,,,,
15517,302394,BXL,seaplane_base,Blue Lagoon Seaplane Base,-16.943,177.368,0.0,OC,FJ,FJ-W,Nanuya Lailai Island,no,,BXL,,,,
15519,34946,BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,620.0,EU,BY,BY-VI,Orsha,no,UMIO,TXC,,,https://en.wikipedia.org/wiki/Balbasovo,"Balbasava, Bolbasovo, Orsha Southwest"
15569,300806,BYV,seaplane_base,Beira Lake Seaplane Base,6.9294444444400005,79.85416666670001,17.0,AS,LK,LK-1,Colombo,no,,BYV,,,,
15586,42216,BZ-BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,22.0,,BZ,BZ-SC,Big Creek,yes,MZBG,BGK,,,https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize),
15587,30861,BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,2.0,,BZ,BZ-BZ,Caye Caulker,yes,MZCK,CUK,,,https://en.wikipedia.org/wiki/Caye_Caulker_Airport,
15588,30867,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3.0,,BZ,BZ-BZ,Caye Chapel,yes,MZCP,CYC,,,https://en.wikipedia.org/wiki/Caye_Chapel_Airport,
15589,42209,BZ-CZH,medium_airport,Corozal Municipal Airport,18.382200241088867,-88.41190338134766,40.0,,BZ,BZ-CZL,Corozal,yes,,CZH,,,https://en.wikipedia.org/wiki/Corozal_Airport,Ranchito Airport
15590,42207,BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,508.0,,BZ,BZ-SC,Dangriga,yes,MZPB,DGA,,,https://en.wikipedia.org/wiki/Dangriga_Airport,Stann Creek Airport
15594,42217,BZ-PLJ,medium_airport,Placencia Airport,16.536956787109375,-88.36151123046875,3.0,,BZ,BZ-SC,Placencia,yes,,PLJ,,,https://en.wikipedia.org/wiki/Placencia_Airport,
15595,35305,BZ-PND,medium_airport,Punta Gorda Airport,16.102399826,-88.80829620360001,7.0,,BZ,BZ-TOL,Punta Gorda,yes,,PND,,,https://en.wikipedia.org/wiki/Punta_Gorda_Airport,
15596,42210,BZ-SJX,medium_airport,Sartaneja Airport,18.35610008239746,-88.13079833984375,3.0,,BZ,BZ-CZL,Sartaneja,yes,,SJX,,,https://en.wikipedia.org/wiki/Sartaneja_Airport,
15597,32370,BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4.0,,BZ,BZ-CY,San Pedro,yes,MZSP,SPR,,,https://en.wikipedia.org/wiki/San_Pedro_Airport,
15601,42215,BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,8.0,,BZ,BZ-BZ,Belize City,yes,MZBE,TZA,,,https://en.wikipedia.org/wiki/Belize_City_Municipal_Airport,Belize City Municipal
15602,27300,BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,AF,MZ,MZ-I,Bazaruto Island,no,,BZB,,,https://en.wikipedia.org/wiki/Bazaruto_Island_Airport,
